Kingdom	Phylum	Class	Order	Family	Genus	0-12	0-13	0-22	0-23	0-32	0-33	0-42	0-43	0-52	0-53	0-62	0-63	0-72	0-73	0-82	0-83	21-11	21-12	21-13	21-21	21-22	21-23	21-31	21-32	21-33	21-41	21-42	21-43	21-51	21-52	21-53	21-61	21-62	21-63	21-71	21-72	21-73	21-81	21-82	21-83	35-11	35-12	35-21	35-22	35-23	35-31	35-32	35-33	35-41	35-42	35-43	35-51	35-52	35-53	35-61	35-62	35-63	35-71	35-72	35-73	35-81	35-82	35-83
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	12	0	0	0	7	0	0	0	0	0	0	0	45	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	3817	2198	7414	838	3626	22472	52297	12559	8416	5855	2438	12612	12964	7704	6892	33068	147	58	68	2602	230	141	173	17	382	182	80	10	6968	6377	51	645	140	72	2288	1119	41	10610	488	126	585	78	13497	2367	166	2133	319	99	205	667	237	649	3576	359	10046	172	5693	1233	419	2414	863	1418	242
Bacteria	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	48	154	340	133	280	678	384	157	880	419	504	913	1514	401	339	1415	0	0	0	0	14	0	0	0	0	0	0	0	0	0	7	0	0	0	673	0	0	0	0	12	0	0	0	36	0	0	94	0	0	11	0	15	0	0	43	0	0	23	0	54	0	0	0
Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	7	24	0	10	7	0	7	0	0	0	32	0	0	0	6	0	0	0	17	9	0	0	0	0	0	110	0	5	0	0	0	10	0	7	0	0	34	0	0	0	18	30	0	4	0	0
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Ammoniphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Thermobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	RF39	Unclassified	Unclassified	116	393	224	704	190	156	429	1304	181	680	449	552	10	353	222	261	0	41	78	3334	456	1742	3840	4847	6308	2571	5417	22896	187	39	65	4356	5296	1009	679	2121	15903	1902	5712	2156	0	0	142	876	211	2857	1870	2369	1230	689	1438	0	593	62	317	1026	839	396	467	1570	461	766	5748
Bacteria	Firmicutes	Bacilli	RsaHf231	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Aliicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Corticicoccus	0	0	0	0	0	0	0	0	9	57	0	114	0	33	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Jeotgalicoccus	731	197	922	578	1016	895	1440	419	2475	1156	663	2519	313	1388	244	3444	2351	25	101	272	117	152	59	7	597	86	70	0	102	4518	20	82	81	463	297	369	0	396	13	287	32	0	146	13	32	523	101	15	21	268	63	742	95	15	1135	16	31	27	103	61	690	140	8
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Macrococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Salinicoccus	54	38	285	42	85	80	32	42	36	0	15	0	38	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	127	0	0	0	7	75	55	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	18	0	0
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	457	178	916	203	691	1456	588	202	641	0	244	15	788	47	214	44	1641	389	677	636	408	310	254	47	1680	202	189	8	380	13501	22	428	124	38	523	534	0	1117	160	1023	231	10	0	64	22	225	140	30	5	128	47	739	87	10	691	10	0	24	32	18	555	163	12
Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Laceyella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Unclassified	Unclassified	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Bacteria	Firmicutes	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Catabacter	2	0	0	0	17	0	0	0	0	0	0	0	6	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenella	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	16	95	9	8	44	31	0	0	0	13	0	0	2	0	11	26	30	7	17	0	11	0	12	0	30	10	34	0	0	18	47	0	26	7	0	0	0	0	0	0	0	14	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	135	809	140	935	2743	993	52	606	700	429	1705	570	46	1391	153	614	9	0	74	102	12	565	85	37	213	193	111	70	17	30	168	392	578	0	71	28	527	19	264	111	645	309	14	0	184	1748	11337	982	669	84	80	64	3136	36	22	4971	0	425	460	288	72	500	209
Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Unclassified	6	6	0	5	8	5	0	4	3	0	17	8	0	0	13	8	0	18	5	0	0	12	6	0	9	0	0	0	0	0	0	0	0	0	8	0	6	0	35	0	7	0	0	0	0	0	34	24	4	0	2	0	9	14	0	3	11	0	0	0	0	4	54
Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Unclassified	Unclassified	130	382	119	641	110	631	71	3564	181	497	4403	336	28	517	641	1686	73	237	273	1777	1975	6866	6312	10946	13548	2120	30160	25028	1155	40	618	12947	14013	2812	3604	8817	70282	5502	85622	13688	124	7	2880	4514	1847	25969	12742	8686	14990	3321	4696	78	6146	325	8357	2819	2762	7158	9416	7971	3853	12047	16734
Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Unclassified	Unclassified	7	4	0	2	24	0	13	10	9	16	50	0	4	26	0	34	0	67	20	14	0	23	0	29	53	3	24	4	0	0	96	63	65	0	2	11	256	2	56	11	13	7	18	0	4	9	178	9	58	0	21	9	11	51	0	35	0	24	175	7	0	30	114
Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	22065	6221	11797	1323	49388	16422	14799	4835	20697	1709	92403	16057	17738	2418	6993	3476	18609	1596	51772	25366	14345	33728	33960	4494	36185	56539	54073	10033	46695	23554	5745	44173	80901	22734	15921	14781	1813	13725	2185	44930	105327	143425	4915	15335	23652	20988	34191	38334	19789	2759	9615	92899	78994	7204	14800	87970	17638	5908	4318	59943	15975	67841	4202
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 10	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13	0	0	6	0	32	22	0	0	14	0	0	0	0	0	0	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 3	0	0	0	0	0	0	0	0	5	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 5	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	6	0	0	7	8	0	6	0	12	0	0	4	5	14	57	0	0	0	0	0	0	25	0	0	0	0	0	0	15	0	0	0	0	0	7	0	0	22	0	0	0	9	0	7	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 6	2948	1170	681	307	6030	1606	2447	2636	1933	339	7301	3531	1690	1097	328	473	1260	79	4138	425	92	1616	1199	110	1017	813	584	303	374	461	699	640	7134	708	987	463	371	335	78	2580	990	1109	68	173	607	3568	2945	1423	258	164	85	2109	3634	495	206	2726	156	180	164	1132	403	1671	473
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 8	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Proteiniclasticum	0	0	0	0	25	7	0	0	5	0	0	0	0	0	0	0	0	0	25	45	137	17	163	0	0	16	2	0	8	0	4	83	0	0	6681	1204	0	75	12	2	0	0	22	0	0	4	51	0	0	0	0	0	0	0	32	0	4	22	5	0	0	76	4
Bacteria	Firmicutes	Clostridia	Eubacteriales	Alkalibaculum	Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustaceae	Anaerofustis	12	17	12	23	52	50	16	24	66	5	41	34	18	8	37	5	9	0	19	28	37	28	40	4	34	22	15	0	13	2	0	0	44	0	15	0	10	12	7	0	46	24	126	29	39	21	21	0	177	0	27	0	7	0	13	14	10	42	5	37	35	14	5
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	97	17	36	62	222	66	109	18	127	0	154	215	220	34	77	17	2017	11281	38562	191	4682	4830	256	1373	2674	1063	3167	9432	2420	23	653	3278	1112	72324	178	281	14797	1337	2729	7301	6123	13071	11093	4411	20794	3545	1321	5628	8298	4087	4469	2274	164	23666	2605	1416	7971	4534	1640	1776	2200	1368	14787
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Pseudoramibacter	68	5	1385	11	2084	36	70	28	1685	8	2442	2203	249	1140	24	0	7840	6018	381	11	0	1240	366	339	8	43	178	36	27	985	1224	470	1533	760	86	323	100	1558	384	976	2052	1407	0	0	9	4	423	789	0	146	0	8	2669	27	35	149	5	103	75	16	316	62	11
Bacteria	Firmicutes	Clostridia	Eubacteriales	Garciellaceae	Irregularibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae UCG-011	11	0	0	13	12	16	2	0	0	0	8	8	0	12	82	6	10	0	50	8	32	260	88	0	6	9	10	0	0	5	0	102	18	0	87	0	0	29	4	21	402	4	22	31	132	160	58	45	65	129	5	24	7	0	66	38	197	44	49	265	199	83	9
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetitomaculum	0	16	0	58	19	30	3	19	0	0	6	27	0	6	0	15	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	33	0	8	0	0	0	0	7	0	0	20	0	0	0	6	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	59	221	90	590	28	1521	506	1330	521	62	534	894	355	396	102	448	281	17	24	44	12	26	106	17	19	28	60	0	60	44	39	41	56	66	12	10	66	21	103	12	0	5	29	14	8	71	60	108	0	46	14	0	31	0	91	34	39	68	95	31	28	24	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosporobacter	0	0	0	0	0	22	0	9	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	0	22	0	0	0	0	11	0	0	26	0	34	29	0	17	283	11	0	0	35	38	16	12	0	282	0	11	0	0	0	0	0	43	0	0	232	10	79	0	23	25	0	60	390	0	9	10	13	9	0	20	0	0	0	46	26	481	0	0	0	1048	11	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	5983	17928	8818	14111	4536	11289	4245	18610	13785	1647	8048	12251	42927	3753	6277	8348	3080	96	6696	2572	2954	24427	3583	36	8322	517	575	495	3709	1731	206	465	1904	3977	345	1621	379	1530	141	242	5797	571	3497	6394	3773	3702	518	3577	1348	7157	1681	2273	1116	180	7077	1528	2542	6281	2935	6446	4171	877	550
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	0	0	5	0	0	22	0	92	7	0	13	36	0	0	0	0	0	0	22	7	0	3	75	30	14	0	76	10	0	0	0	135	7	0	8	20	0	17	35	0	0	0	0	0	5	55	12	12	0	0	0	6	21	55	43	0	0	106	163	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Cellulosilyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	3	0	0	88	0	0	0	0	5	6	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	4	120	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	317	2820	636	1711	1782	2960	482	2381	560	261	911	1278	680	610	439	1830	180	0	225	220	62	613	1618	0	394	19	70	38	85	152	38	253	30	66	350	112	78	212	16	23	576	0	5110	1071	178	950	218	133	189	1257	481	128	163	18	791	207	748	690	1268	138	219	437	187
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	3074	3644	1607	2607	2838	2601	704	3603	1521	341	1767	4543	3910	1465	1966	519	3648	55	2919	2359	1835	4397	1995	39	2354	603	489	354	2142	1747	195	1206	1147	2281	1462	662	0	1571	152	222	2707	1512	5915	1634	1210	3807	1035	1813	400	1027	2388	952	4328	94	1208	1364	961	6783	851	1701	1316	462	509
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus	0	0	0	63	0	65	0	0	19	43	0	0	0	0	0	138	12	23	6	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	207	0	0	0	0	0	0	0	0	0	0	24	0	0	0	8	27	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	13	119	30	593	0	268	7	169	40	0	22	86	0	22	15	10	6	0	0	81	13	57	29	0	0	0	0	0	29	0	0	0	0	0	14	6	0	0	0	0	38	0	93	0	0	42	0	7	30	20	11	31	21	0	10	0	46	692	39	0	0	16	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Herbinix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Howardella	4	70	11	78	32	16	0	52	81	0	16	27	25	36	12	37	0	8	0	3	15	46	12	0	14	0	0	25	20	15	6	13	4	15	8	9	10	12	0	0	58	0	68	3	0	11	5	11	11	62	25	7	30	12	35	5	20	63	43	16	30	9	5
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	293	16	35	133	252	109	67	54	173	0	339	154	426	107	26	9	31	11	96	32	13	29	0	0	0	20	49	0	21	0	0	11	11	0	103	0	0	23	0	3	419	88	7	21	0	5	0	0	29	12	6	0	25	0	0	0	0	31	0	11	23	0	7
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	29	0	0	66	59	24	38	174	4	0	43	19	0	0	16	153	1632	0	124	0	9	125	34	0	13	0	28	13	25	30	48	98	0	47	27	0	32	12	52	0	17	0	0	16	0	44	29	58	0	0	19	0	99	0	17	43	0	80	107	6	0	7	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae AC2044 group	0	103	10	660	237	318	0	729	98	671	38	242	0	70	18	385	0	0	0	6	0	0	0	26	26	27	24	7	0	0	0	10	176	0	0	16	311	76	72	17	0	0	0	0	0	29	785	142	257	0	14	0	65	0	5	272	0	248	633	27	0	93	13
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae FCS020 group	0	10	15	88	12	95	2	53	11	0	7	60	29	24	27	16	4	0	15	7	0	35	22	0	13	0	19	0	0	0	0	21	0	0	8	0	0	15	0	3	22	6	108	0	8	67	8	26	13	51	9	0	11	32	22	52	0	42	0	7	10	0	45
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae ND3007 group	0	16	0	35	25	0	0	14	16	0	8	7	0	6	18	0	3	343	0	0	28	53	20	11	171	52	5	606	0	0	0	0	0	1890	0	64	121	0	0	30	33	7	28	24	10	8	0	11	50	9	78	0	25	0	11	0	38	12	15	28	0	0	62
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK3A20 group	22	197	82	324	182	744	87	169	536	50	177	429	8	181	57	141	89	0	0	243	0	10	342	0	40	214	41	12	20	30	0	418	40	0	19	14	18	1481	16	61	121	0	0	0	0	607	411	470	0	140	6	22	319	0	126	1292	0	392	553	215	24	77	55
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	0	67	12	583	257	155	73	357	99	68	265	329	32	441	16	492	0	81	12	0	0	35	15	0	19	16	27	69	0	0	0	261	37	0	53	25	328	0	68	11	0	0	10	0	9	49	817	5	212	0	16	16	88	0	9	82	6	200	200	0	16	101	119
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4B4 group	0	0	0	0	0	0	0	17	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-001	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-002	34	0	52	0	136	27	28	0	90	0	75	67	48	20	16	23	60	9	80	17	18	125	48	10	0	8	24	0	65	57	0	59	31	9	36	0	0	13	0	0	345	179	31	0	0	52	0	24	34	39	0	29	147	0	22	0	0	11	0	37	19	28	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-003	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	28	38	0	0	0	44	48	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	16	0	0	145	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004	0	0	0	0	0	0	25	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	43	43	0	0	0	0	0	0	0	0	6	0	6	0	0	8	0	0	0	0	0	14	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-007	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	14	0	0	0	0	0	7	0	11	25	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-009	0	7	0	4	0	9	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-010	0	6	0	2	0	9	75	0	0	0	13	6	6	0	10	0	14	317	85	0	0	18	0	79	291	0	53	125	0	0	77	11	11	3	0	52	438	11	95	66	0	42	0	102	146	0	0	44	17	0	52	18	9	686	34	14	23	7	62	31	15	0	196
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae XPB1014 group	20	970	71	4713	4445	2127	0	1863	349	1286	2559	549	12	800	44	1454	0	0	0	4237	6	0	105	0	0	324	0	0	0	0	0	0	1216	13	32	0	0	0	0	0	0	0	10	14	5	73	0	0	0	0	2	0	13	0	13	18739	0	0	14	19	0	9	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lactonifactor	0	0	0	0	11	0	0	0	0	0	0	0	15	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia	43	432	96	1015	1398	719	70	788	243	108	89	249	112	262	146	222	57	0	153	70	29	431	123	0	43	0	15	0	173	22	21	20	68	0	37	0	0	28	0	27	416	18	25	28	59	393	272	208	16	149	45	119	485	0	161	409	51	461	141	80	110	115	52
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	0	0	0	67	21	77	0	52	4	0	27	0	0	0	4	17	0	0	8	3	0	6	12	0	0	0	0	12	0	12	0	58	20	0	0	0	31	5	9	0	0	0	8	0	9	30	113	0	0	5	0	0	64	65	4	0	0	49	0	0	0	20	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Pseudobutyrivibrio	0	0	0	0	0	30	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	0	61	0	125	15	127	0	864	51	166	74	49	0	36	22	242	0	0	0	41	0	54	0	0	0	0	0	14	27	0	11	0	41	0	0	2	154	0	6	0	0	0	12	35	12	0	10	42	16	0	0	0	0	0	33	31	0	0	9	46	0	0	42
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Shuttleworthia	98	175	88	254	90	280	58	212	84	99	96	34	114	59	222	47	534	6	170	16	74	250	74	0	121	65	14	12	92	30	0	38	53	90	154	91	35	30	26	0	56	15	388	171	35	69	22	21	0	175	118	0	14	0	239	16	131	83	95	98	254	72	46
